comment_id,model_relatability
Ugwu3KRXjVUUwcI8y8B4AaABAg,Relatable
UgwU5zsvGurljU3do3R4AaABAg,Neutral
Ugwu62zFLDElFOBLGxd4AaABAg,Neutral
UgwU6Kojj8HzjeRq03d4AaABAg,Relatable
UgwU6ZbIMfiMY7vfWHB4AaABAg,Neutral
Ugwu6zuPzVwCkPylLXZ4AaABAg,Relatable
UgwU759ZxkDIsaid8a94AaABAg,Neutral
UgwU7s64U9IIXD7beoN4AaABAg,Neutral
UgwU7SBy1vOfh0sIOMp4AaABAg,Neutral
UgwU7tGEJ8IJF2MyTmp4AaABAg,Relatable
Ugwu94gFEjMm0p-8bMN4AaABAg,Relatable
UgwuA2sPZXEFXCr4pzN4AaABAg,Neutral
UgwuAXTWT5vt2AG9muJ4AaABAg,Neutral
UgwuBbSXezk7fQIQoB54AaABAg,Neutral
UgwuBmTK54jSIDbAErx4AaABAg,Neutral
UgwUCIHQ4iGiOdOBLvR4AaABAg,Neutral
UgwUCy1mBEYOr6owm2h4AaABAg,Neutral
UgwuD803HYNhTIK4u8h4AaABAg,Relatable
UgwudqNiSxAPsjwAuGx4AaABAg,Relatable
Ugwue2LQHgqPllW74O14AaABAg,Neutral
UgwUeJ3JVAGRHVRT3ZJ4AaABAg,Neutral
UgwUf74Ar6TZjmsJNlt4AaABAg,Neutral
UgwUG35_XkVvDmznPpN4AaABAg,Neutral
UgwugDh3_hU-3BfyeCt4AaABAg,Neutral
UgwuGK_KWdXAZzQbRS14AaABAg,Relatable
UgwuhEputt2RjI3ysqZ4AaABAg,Neutral
UgwUI95rNWLwWfFap6J4AaABAg,Neutral
UgwUiLzF0p6NzZQ-dw54AaABAg,Neutral
UgwUIoNUIjDeTomcUJh4AaABAg,Neutral
UgwuIPBN3msQJcLynKV4AaABAg,Neutral
UgwUiPdvOzv9WD8aLKt4AaABAg,Relatable
UgwujLHg0rtVSMNimpF4AaABAg,Neutral
UgwUjTXk6Q4gHlQqb654AaABAg,Neutral
UgwUKDjiJqZXQaFli4B4AaABAg,Neutral
UgwuKdxnsZTz7T9wqf14AaABAg,Neutral
UgwuNHXWbYHxfhdoln54AaABAg,Neutral
UgwuOj80cRfRRzYVS9t4AaABAg,Neutral
UgwUOu4T6L2vizj5JI54AaABAg,Relatable
UgwUpab4GFwfCCbkEQx4AaABAg,Neutral
UgwuqKbzZwqGaqBf2VR4AaABAg,Neutral
UgwUQnf2D_qUYwJrDFJ4AaABAg,Neutral
UgwURKtlhymijFgiLuh4AaABAg,Relatable
UgwusR2ZysTjr2C2m3V4AaABAg,Relatable
UgwUT-MMGz-4HSRs4N94AaABAg,Neutral
UgwUtjnrm5vrSMdCEAp4AaABAg,Neutral
UgwuTK2bOwGpvp7lYth4AaABAg,Relatable
UgwutlOXgAlgHq1avU54AaABAg,Neutral
UgwUTT-EoluWJw6BXw94AaABAg,Relatable
UgwuTUevjmNG3sbEJol4AaABAg,Neutral
UgwuuLZ1lw27hc7jdmF4AaABAg,Neutral
UgwuUqiB42UyLiVCT4Z4AaABAg,Neutral
UgwUVCEmgNDe1AeNSux4AaABAg,Neutral
UgwUwAurd9aCoErHFAV4AaABAg,Neutral
UgwuWMvuIHm7r9msatF4AaABAg,Relatable
UgwUWVQK9eeMXScJ00B4AaABAg,Neutral
Ugwux5cl94RmqyEeNZB4AaABAg,Neutral
UgwuxjQq7epIPJa9pGp4AaABAg,Neutral
UgwUY13xFkdWedyPm5V4AaABAg,Neutral
UgwUy5tWl3VLFFCIq0l4AaABAg,Relatable
UgwuyEuxR-Do1uKyS414AaABAg,Neutral
Ugwuyfhq_yjQs6ndEzZ4AaABAg,Relatable
UgwuzIW-_5LUXJZ6CnF4AaABAg,Neutral
UgwUzJluYiEgLr3arNN4AaABAg,Neutral
UgwUZsozg_ovEhZgmeB4AaABAg,Neutral
UgwuzUkgv1I2lvlA30p4AaABAg,Relatable
UgwV-y79a7k4DelcS8l4AaABAg,Relatable
Ugwv-y79C0Iv5rJHYrV4AaABAg,Relatable
UgwV36pgNRCiWwx9ts94AaABAg,Neutral
UgwV3NPB0H-ED3vFgRp4AaABAg,Neutral
UgwV4PonX_m41sXWf1N4AaABAg,Neutral
Ugwv6NWFJ2UP2pjz4LJ4AaABAg,Neutral
Ugwv78WshrBr9jtD2hF4AaABAg,Relatable
Ugwv7lDUYaMvnjgqwfR4AaABAg,Relatable
UgwV8Mr7RyK82t9NPr14AaABAg,Neutral
Ugwva2VyRs7z2lYlzcJ4AaABAg,Neutral
UgwvaDkxaKsnjm9Zd4l4AaABAg,Neutral
UgwVBEtgeDS-2YYnJTt4AaABAg,Neutral
UgwVBp7Eu8Bzc2eGEoN4AaABAg,Neutral
UgwvcHMmqo-HzQXZElF4AaABAg,Neutral
UgwVcYwUevHAPgTOgyp4AaABAg,Neutral
UgwvdEte8PIRryVkT_J4AaABAg,Neutral
UgwvdhPM0wUetH0BzhB4AaABAg,Relatable
UgwvDvouUlO1A5D2z3d4AaABAg,Neutral
UgwVE3_Od_6p_J50Wt14AaABAg,Neutral
UgwvEhWTHBpO7aZ12rN4AaABAg,Neutral
UgwVEmjzhWfaKJ5OQX94AaABAg,Neutral
UgwveuwtU0kKn3T68jV4AaABAg,Neutral
UgwvGaPyXAGpPsx-qC14AaABAg,Neutral
UgwVgcPxJAqD1j25UZJ4AaABAg,Neutral
UgwVggV92Sjj5TNVv694AaABAg,Neutral
UgwvgH-RJdX9VIDCalV4AaABAg,Relatable
UgwVhY2SMJdqDwJiTDR4AaABAg,Relatable
UgwVi26XU0m8kCcVZAR4AaABAg,Neutral
UgwvIa4GnzKIC72KS094AaABAg,Relatable
UgwViCsetKVUeh-lfKR4AaABAg,Neutral
UgwviLhkhji4qoFkrOt4AaABAg,Neutral
UgwvJe8MO1Uaa_5SaYx4AaABAg,Neutral
UgwvJWm_46w8dpTqwpZ4AaABAg,Neutral
UgwvjzaeBfUyW9Le5KB4AaABAg,Relatable
UgwVkBvriQtBc6bBVA54AaABAg,Relatable
UgwVKDIsMIO_3jUkmiB4AaABAg,Neutral
UgwvKDNUExxeWlrHKU14AaABAg,Neutral
UgwVkJvrijA2MxYmUy94AaABAg,Neutral
UgwvLcVVjghruIRO63V4AaABAg,Neutral
UgwvMafu0bINgZ2B0Ux4AaABAg,Neutral
UgwVme351O3BGEG94o14AaABAg,Neutral
UgwVmrQaOACpl0wJQOp4AaABAg,Neutral
UgwvMVp5iEAtIaY555l4AaABAg,Neutral
UgwvMzqfNAMtOp4bphZ4AaABAg,Relatable
UgwVn2Cl-s43xCGuk1p4AaABAg,Neutral
UgwVnpmDLtmerNGOA0N4AaABAg,Neutral
UgwVnpNwde9y3mmUi-14AaABAg,Neutral
UgwvnQ0texOgrEWvHt54AaABAg,Neutral
UgwVNT4CdsU_-2j4dYx4AaABAg,Relatable
UgwVNxPNx9L2LRZVdjl4AaABAg,Neutral
UgwVO9oTY23MIUxnted4AaABAg,Relatable
UgwvOvBGUzq32Ln7_al4AaABAg,Neutral
UgwVOyIeJlRm2Bl-zFN4AaABAg,Neutral
UgwVPP0_APgJZJ3ckJh4AaABAg,Neutral
Ugwvq6w8aIoIQpRfOH94AaABAg,Neutral
UgwvqmEf5z2bO5ceuj94AaABAg,Neutral
UgwvrIAhRrWj5ydloFZ4AaABAg,Neutral
UgwvRl3BiXCA0VjAa5J4AaABAg,Neutral
UgwvRmtNIH9qwBE0e4J4AaABAg,Relatable
UgwvRYrCthBAQthg5J94AaABAg,Neutral
UgwVSQR-AYHc94LBJud4AaABAg,Neutral
UgwVT-cVk-7YJezNjUV4AaABAg,Neutral
UgwvT0GrqeeVjnw4zTV4AaABAg,Relatable
UgwVt3ht795f0UfmucJ4AaABAg,Neutral
UgwvTL5LfNGU3-EZUNx4AaABAg,Neutral
UgwVtWITNTtKSJb2jRp4AaABAg,Neutral
Ugwvty0RohJKY7UIZbZ4AaABAg,Relatable
UgwVtYOQVM7SmAOAM-h4AaABAg,Neutral
UgwvUOQZWDvB_CGNAj14AaABAg,Neutral
UgwvutfWhpwU64pIDQR4AaABAg,Neutral
UgwVvrqIha0RlQYo-IV4AaABAg,Neutral
UgwVvyPWDUJ_eqcvgXt4AaABAg,Relatable
UgwvwN0vZEz0mePJrER4AaABAg,Neutral
UgwvWrJANMT0luskrf54AaABAg,Relatable
UgwVXIYu3GxNSOnqP314AaABAg,Neutral
UgwVZ-1xKROTk4_BE894AaABAg,Relatable
UgwvZP59MUgWtDktokV4AaABAg,Neutral
UgwVZsrr-A5Qbkvrs114AaABAg,Neutral
Ugww_43TRwPAN4sZy7J4AaABAg,Neutral
UgwW_jANobpmRdPnTOF4AaABAg,Neutral
Ugww-cQlT_BvtSqdh-J4AaABAg,Neutral
UgwW0MLYscEOEssnPNt4AaABAg,Neutral
Ugww1IgbaFX8TwTKsQx4AaABAg,Neutral
UgwW1MJhjW7WcsFspQh4AaABAg,Neutral
Ugww2rlAUsGw0pnDLsx4AaABAg,Neutral
Ugww2v8HDXopVcAp-wp4AaABAg,Neutral
UgwW3-WgCyxLQXHOOsV4AaABAg,Neutral
Ugww3X3GFfcqDrgaDTR4AaABAg,Neutral
UgwW4K8U0cn-kw_7qN14AaABAg,Neutral
Ugww77Xa1rukv1ySq314AaABAg,Neutral
UgwW7iPM1TWUEGp4u_54AaABAg,Neutral
UgwW7p_RYKpEhm_mhy14AaABAg,Relatable
UgwW7pwZTucWB9V1Npl4AaABAg,Neutral
UgwW96gq21na5Cnerml4AaABAg,Relatable
UgwW9A_E9LXg897BKfl4AaABAg,Neutral
UgwW9jZBRlo0zBIzGBd4AaABAg,Neutral
UgwW9QGvR7Bx4_E7vCx4AaABAg,Neutral
UgwWDD2lxgg1j6KRl6x4AaABAg,Neutral
UgwWDksxyaOE61oaBjB4AaABAg,Neutral
UgwwegrzsnVX9utEWiJ4AaABAg,Neutral
UgwWEOnL2WsH26FL8rp4AaABAg,Neutral
UgwWF8QPE9sPJWymlfp4AaABAg,Neutral
UgwWffTndfIG_O8-czd4AaABAg,Relatable
UgwWfR_CUBl-prhhA9V4AaABAg,Neutral
UgwwG1YTbQgA0BTD7Bh4AaABAg,Neutral
UgwWG6jAOdr6ZD5Mn_Z4AaABAg,Neutral
UgwWGtIO4Kj1fcg8jn54AaABAg,Relatable
UgwwgvZDc-mI0ZTx1PF4AaABAg,Relatable
UgwwgZOQbqK5X34ejsl4AaABAg,Neutral
UgwWIf4YH-cb4WBKo-d4AaABAg,Relatable
UgwWiPT99VEEB2Vy-9Z4AaABAg,Neutral
UgwWIWtl1Qse4_v3Yq14AaABAg,Neutral
Ugwwiz6eUst9w1H3tnp4AaABAg,Neutral
Ugwwj3QjZIfMA4ewHx54AaABAg,Neutral
UgwwJfQouWEMFRSPHJh4AaABAg,Neutral
UgwWJRtQyuMFmYKuODd4AaABAg,Neutral
UgwWK1wTbE47oh6suXJ4AaABAg,Neutral
UgwWKTxL8cSy4WkZHSN4AaABAg,Neutral
UgwWlMUk4dfO6itaK3N4AaABAg,Relatable
UgwWlnhL6AvU8bQKl-p4AaABAg,Neutral
UgwwlojA9BjZ8c467ml4AaABAg,Relatable
UgwwlQxL18IvpfTdT_V4AaABAg,Neutral
UgwWMB2JFmWdgUjmYu14AaABAg,Relatable
UgwwMb6uSXM_Iuf-G654AaABAg,Neutral
UgwwmzAVv6b0Sp7CZ7V4AaABAg,Neutral
UgwwnSCC0aCo5o4n96t4AaABAg,Neutral
UgwWNskOVlseDPCCcrd4AaABAg,Neutral
UgwWoKIJYyuoG0nUFUR4AaABAg,Neutral
UgwwoTilkkBKtvDAQBZ4AaABAg,Neutral
UgwWPCUmq_WH10P-M6d4AaABAg,Relatable
UgwwPFGVDF-jqv40t2h4AaABAg,Neutral
UgwwpI90y2nS7OmTw254AaABAg,Neutral
UgwWpS4BK1Q6nsUHdil4AaABAg,Neutral
UgwWQDu4V7bI3BV2DY14AaABAg,Neutral
UgwWqUGzdK5s6CaKoU94AaABAg,Neutral
UgwwR_mDwpYfXpIu2Gx4AaABAg,Neutral
UgwWR_TakxctdI0qA354AaABAg,Relatable
UgwwR3LO-1OxWV0EwXF4AaABAg,Neutral
UgwwrciB6vBIYXVSKh14AaABAg,Relatable
UgwWsLHtwNQsuUqdwXF4AaABAg,Neutral
UgwwSmjCoB6oFd8ac5V4AaABAg,Neutral
UgwwsPsOOXSbYC2BWrV4AaABAg,Neutral
UgwWswuoICwPCnsGV_R4AaABAg,Relatable
UgwwSx2ANyq90g5VOr14AaABAg,Relatable
UgwWtBaVhtFkyKksIkJ4AaABAg,Neutral
UgwwulF_v6efNRW7LAd4AaABAg,Relatable
UgwwupCUQEJrmCBu3hd4AaABAg,Neutral
UgwwWJgPJoS-X1vuzOV4AaABAg,Neutral
UgwwWkSCGAddTxO4rH14AaABAg,Neutral
UgwwWLzW8p5TnBNjxcp4AaABAg,Neutral
UgwWWnA1DAWPEJRTizh4AaABAg,Neutral
UgwWwnDE-xbGFtBz5iV4AaABAg,Neutral
UgwWxGb2uHiLZwk0pmF4AaABAg,Neutral
UgwWXj_eP8_rXU7ygqt4AaABAg,Relatable
UgwWXq4iRN0xvzNZFRl4AaABAg,Relatable
UgwWXXf5vQQOA3UfRe94AaABAg,Relatable
UgwWythtfNEJexN0XJF4AaABAg,Neutral
UgwWyUfNZPpAaCpw9eZ4AaABAg,Neutral
UgwWyuth4n8d9bqB9n94AaABAg,Relatable
UgwWzfua6_KQelndIAJ4AaABAg,Relatable
UgwwZlhxtRwEsefjEKp4AaABAg,Neutral
Ugwx_YJm1LKyv5OrV514AaABAg,Neutral
Ugwx0kFT1bNWOvbHW-J4AaABAg,Relatable
UgwX0mOEw2nQgsI3eJx4AaABAg,Neutral
UgwX1E0WO6W28yAtf-54AaABAg,Neutral
UgwX2nAzEGALmbaXsOx4AaABAg,Neutral
UgwX2oemTUFe6Zw9btR4AaABAg,Neutral
UgwX3_UAlvft2aJNAcF4AaABAg,Neutral
Ugwx3A7PTkQilOvMef94AaABAg,Neutral
Ugwx3LNGp-GL7-vqV0F4AaABAg,Relatable
Ugwx3pHZHV6BAIO9JcV4AaABAg,Neutral
UgwX4r0Zt23ZhcbmXdh4AaABAg,Neutral
Ugwx5mm8GkSSCm5DIft4AaABAg,Neutral
Ugwx6JHusP6oou20Nz14AaABAg,Neutral
Ugwx8wVQI9zU8tnpXFh4AaABAg,Neutral
UgwXa7Z81ahqiio71zd4AaABAg,Relatable
UgwXAAOtQk-DrL3SBkt4AaABAg,Neutral
UgwXapKPXdXMdggJHD14AaABAg,Neutral
Ugwxb0rISeTz4HRkPa14AaABAg,Neutral
UgwXBlcoXJx52Fn5PsR4AaABAg,Neutral
UgwxBlUwGl7FhDAlRJ94AaABAg,Neutral
UgwxbU6mv6zgPddlxCt4AaABAg,Neutral
UgwXci3rDKNBbIhSMw94AaABAg,Neutral
UgwXEcGsCzCZihVlBmJ4AaABAg,Neutral
UgwXEr5lj7a9aMbV9bB4AaABAg,Neutral
UgwXeTjLlZ67Jt4lB_94AaABAg,Neutral
Ugwxg64ygYfd9DTzXtJ4AaABAg,Neutral
UgwxH7bUtEPuh6-tdu14AaABAg,Neutral
Ugwxh7h3cXYyprtYEBd4AaABAg,Neutral
UgwXh82LG0aXnjMUC3Z4AaABAg,Neutral
UgwXha3mI9Yq-CSh3GR4AaABAg,Neutral
UgwXhgKQiAwqYYEQXHx4AaABAg,Neutral
UgwXIkbqO6Uk1CuMWfJ4AaABAg,Relatable
Ugwxja1CrWVMOeQfbxJ4AaABAg,Neutral
UgwxjeJIWsDlno9N0Tl4AaABAg,Neutral
UgwXjkQEXvNL9EUmaVd4AaABAg,Neutral
UgwXjpidlhz1P8HpY094AaABAg,Relatable
UgwXk5SKZPtJIqyM7zV4AaABAg,Neutral
UgwxkJ25B_N4BVm_LvJ4AaABAg,Relatable
UgwXkRTbKQwa3MPfdcB4AaABAg,Relatable
UgwxKxQE3Y0wQ-eF6LF4AaABAg,Neutral
UgwXldSf_Ms8cQIvT1l4AaABAg,Neutral
UgwxLl3H52SAEv3aDrh4AaABAg,Neutral
UgwxLO0ZNEtuAS9xvl14AaABAg,Relatable
UgwXLXo-A3WkvnMv69V4AaABAg,Neutral
UgwxmpAmP9w9nTCBXId4AaABAg,Relatable
UgwxNE2XII6gwi_V3SN4AaABAg,Relatable
UgwxNMOdH5-7L-uQmwJ4AaABAg,Neutral
UgwXnoEr2bEOSMmiQsN4AaABAg,Neutral
UgwxOVMQ9XFR_ANUzyl4AaABAg,Neutral
UgwxpDdtPCbSD9_bgih4AaABAg,Neutral
UgwXPfyVkNB5H9OPS7t4AaABAg,Neutral
UgwXPq40CoksUQDWJoJ4AaABAg,Neutral
UgwXqbGJgF8xGpz7iyx4AaABAg,Neutral
UgwXqI-K48STO1Jfm8p4AaABAg,Neutral
UgwXRE9UAMDi2JSo4dx4AaABAg,Relatable
UgwxRKZMqrQWD1r3TC14AaABAg,Neutral
UgwxROi-ROhieyGObkZ4AaABAg,Neutral
Ugwxrwu472jQfEiRGfV4AaABAg,Neutral
UgwxTaUegeiWGMMEYeV4AaABAg,Neutral
UgwxU870EsRDgI2zXnt4AaABAg,Relatable
UgwXUdjJn1dYaNuHNzJ4AaABAg,Relatable
UgwXUPZQgYBow_nN4iF4AaABAg,Neutral
UgwXV2yM0USaSrjCnHZ4AaABAg,Neutral
Ugwxvv6WBfrD8BvgF8h4AaABAg,Neutral
Ugwxwcu3bv2AoKCma-p4AaABAg,Neutral
UgwxwLT19tQvGZiYPDR4AaABAg,Relatable
UgwXX1RvdOtWnaz0lsp4AaABAg,Neutral
Ugwxy5dNsJ2PtLmNtth4AaABAg,Neutral
UgwXZ0grFNsyHIaYpSt4AaABAg,Relatable
UgwxZcZWAKwGXgQg3wt4AaABAg,Relatable
UgwxzELomEu3QObAqcR4AaABAg,Neutral
UgwxzKESqvsdxg7yfAh4AaABAg,Relatable
Ugwy_Pa6Ad7tpX9NvBB4AaABAg,Neutral
Ugwy-o8C6fXzTcohtex4AaABAg,Relatable
Ugwy-P0zwW1H0KPpzXZ4AaABAg,Relatable
UgwY-qIBlC990OTQyZZ4AaABAg,Relatable
UgwY-zxD-nzklI1c0i54AaABAg,Neutral
Ugwy0gfwr02_uCVYVc14AaABAg,Neutral
UgwY0ndXTT9Sodi94bp4AaABAg,Neutral
UgwY0TXoMCkHqULLwUh4AaABAg,Neutral
Ugwy14CXVg5LNnS0M9Z4AaABAg,Relatable
UgwY1oDqplot_XrfTtt4AaABAg,Neutral
UgwY2mr--WtAUBPWdd54AaABAg,Relatable
UgwY3zXnfJURoMDTAiR4AaABAg,Neutral
UgwY5FJBOv_Tfn96Ugx4AaABAg,Relatable
Ugwy5KVmNrRsnlZn-jF4AaABAg,Neutral
UgwY6L-lC0Hl4ZgS3Vt4AaABAg,Neutral
UgwY6tginEjPF_mndYN4AaABAg,Relatable
Ugwy7zw-Q21wktfP0rx4AaABAg,Neutral
Ugwy9YxfRuMMqvheSV54AaABAg,Neutral
UgwyaM6fhw5ukkvYSqp4AaABAg,Relatable
UgwYaVAKFIWCXVJQwVh4AaABAg,Neutral
UgwyaxX4sWAukepoj314AaABAg,Neutral
UgwYbkcjM63RG4lbCoB4AaABAg,Neutral
UgwyBrfV0-PlG8OPCgx4AaABAg,Relatable
UgwybRwojcSHy4pO39N4AaABAg,Neutral
UgwYbyzVSjserrua00B4AaABAg,Relatable
UgwyBZJ0HwD5mMwOR1N4AaABAg,Relatable
UgwyC3NG8QFUSTEyobJ4AaABAg,Neutral
UgwYCgYEqEmSATwrm7F4AaABAg,Relatable
UgwYd8CZnGahF0z0bSF4AaABAg,Relatable
UgwyDdGTwXVb336FSoV4AaABAg,Neutral
UgwYDpjVHjJ-EOaPmM54AaABAg,Relatable
UgwydznTHot8DHYoDsZ4AaABAg,Neutral
UgwYE1FVCN3SksauERd4AaABAg,Relatable
UgwYE5aYnym9NIDYLzp4AaABAg,Relatable
UgwyElw9-r482iRU9WR4AaABAg,Neutral
UgwyeM--rUqIAPhIxQp4AaABAg,Neutral
UgwYes-AbgerZf4bHMp4AaABAg,Neutral
UgwyFiIYphqR1FqKO8J4AaABAg,Neutral
UgwYFXF-wCJ7aJ1Lcjd4AaABAg,Neutral
Ugwyg7jgDFTk1UurwHd4AaABAg,Relatable
UgwYgaW2ErzJIVRqvTx4AaABAg,Neutral
UgwyGmv0GBVZIKPy14J4AaABAg,Neutral
UgwygzWzn5tk7o8fEt54AaABAg,Neutral
UgwyHSb7zW0BkxhOrEZ4AaABAg,Neutral
UgwYI8m1eLLGhq7YwQ94AaABAg,Neutral
UgwYJXNhbb5MOIc6koR4AaABAg,Neutral
UgwYk9l8ljUmiOoACB54AaABAg,Neutral
UgwykLJbmCVQWBbtUgh4AaABAg,Neutral
UgwYkVxSYrwNvy9YTo94AaABAg,Relatable
UgwYlBqwczFINABAOgB4AaABAg,Neutral
UgwylskXGwjFYLetKqx4AaABAg,Neutral
UgwYMAj27b8jjrpvVG54AaABAg,Neutral
UgwymiaJQ9XYITdWvzJ4AaABAg,Relatable
UgwymslVNfyhG3JdP6h4AaABAg,Neutral
UgwyMYNUOBK4P4So5bB4AaABAg,Relatable
UgwyNh2Ui0QNJop1zSl4AaABAg,Neutral
UgwYnPuwoijVQW3upqZ4AaABAg,Relatable
UgwYNwmTqQQ508rJWAh4AaABAg,Relatable
UgwYNy3RgLcGfJzu-zh4AaABAg,Neutral
UgwYnYKDs3MO3oxCsB14AaABAg,Relatable
UgwYoEbOC4JoKkqSdwR4AaABAg,Neutral
UgwyoGGAPPf68uL2Cp94AaABAg,Relatable
UgwyONNIWmTxDGZ2eTR4AaABAg,Neutral
UgwYOqzw0XZpw_999g94AaABAg,Neutral
UgwYP_OjxqD99Xbpd_V4AaABAg,Neutral
UgwypJtJU38YyQwOD3t4AaABAg,Neutral
UgwYq1B3Ygo7s9dPDRB4AaABAg,Relatable
UgwyQ8_gENIhr8STk7h4AaABAg,Relatable
UgwYqoNAr3VpjBPYkhZ4AaABAg,Neutral
UgwYqS5aJPNMTe8haM94AaABAg,Relatable
UgwyrjAhjQH2FF2tsld4AaABAg,Neutral
UgwYRJcvgH69Bjg45Px4AaABAg,Relatable
UgwyS0vocGYTBemORzN4AaABAg,Neutral
UgwyS8I65WAPd31vVEB4AaABAg,Neutral
UgwYsF2aeQYU6rRTVgx4AaABAg,Neutral
UgwytFpq8LSmPqDbTKF4AaABAg,Relatable
UgwYvDiFW0jZeNU15UB4AaABAg,Neutral
UgwyVfJTYSEYOeAEo794AaABAg,Neutral
UgwyVmNoV0jJVFc9lLt4AaABAg,Relatable
UgwYvReXuWbiu6tGrz14AaABAg,Relatable
UgwYWfiZ_j_5eaA06j14AaABAg,Relatable
UgwyWpB91vn97--VOUR4AaABAg,Neutral
UgwYXcVgV44K2-v4cyN4AaABAg,Relatable
UgwYXNU9zZcjjkYFXGp4AaABAg,Neutral
UgwYyiVZ7MFr0EVXB-94AaABAg,Neutral
UgwyZ99tAt9dxoYlkjR4AaABAg,Neutral
UgwyZ9P5L2DKj6k8Jx54AaABAg,Neutral
UgwyZaU5p3LFDlYH7NR4AaABAg,Relatable
UgwYZCDCwl2AV_HFkH94AaABAg,Neutral
Ugwyzfvv3gzIdBrH0iZ4AaABAg,Relatable
UgwyZJunuNM3hW49mFx4AaABAg,Neutral
UgwyzpadbxhNfr-uyqx4AaABAg,Neutral
UgwyzVza21235Hrdk714AaABAg,Neutral
UgwyZz9rYDqP_-nLaXV4AaABAg,Neutral
UgwZ_8RjYf_lFppi8l14AaABAg,Neutral
Ugwz_GWnvDaDQQqpSbB4AaABAg,Relatable
Ugwz_i9zH6DYU8p9afx4AaABAg,Neutral
Ugwz-TPZg0qW5pvKbKV4AaABAg,Relatable
UgwZ1CgOQAB5zCDi4tl4AaABAg,Neutral
UgwZ20xarVY8-UFcTFh4AaABAg,Neutral
Ugwz2mod2X-R9MFWnyJ4AaABAg,Neutral
Ugwz2oD4bSSpVc_mUiV4AaABAg,Neutral
Ugwz2TgppnIeZG_afeJ4AaABAg,Neutral
Ugwz3VsRObzaNyxonPR4AaABAg,Neutral
UgwZ4B7abIxWr9ARrch4AaABAg,Neutral
UgwZ5poDC9_zqedroOZ4AaABAg,Relatable
Ugwz6H7BQVvWX5MVDdd4AaABAg,Neutral
Ugwz6lKnFJjUn77Hpzx4AaABAg,Neutral
UgwZ6qg2mOuDJlbsCpd4AaABAg,Relatable
UgwZ6QGyRwUTC9uY2St4AaABAg,Neutral
Ugwz7XkkSsZEssXdWal4AaABAg,Relatable
Ugwz91p4KfCaAgoU-4N4AaABAg,Relatable
UgwzB9aea7764_qn66p4AaABAg,Neutral
UgwZc-JRCTrQtMkx0DB4AaABAg,Neutral
UgwzcbGdqWZmg5P6qh14AaABAg,Neutral
UgwzCfKSYx7heRqqtp54AaABAg,Relatable
UgwZeaKYlE890vjAFTZ4AaABAg,Neutral
UgwzF6ewTTd0ruKjsFd4AaABAg,Relatable
UgwzG2i4eJhRS5xHOZh4AaABAg,Neutral
UgwZg6qPOmqBG223w314AaABAg,Neutral
UgwZG8TTKm3WRYPmCeZ4AaABAg,Neutral
UgwzggwSD1skAhInhuF4AaABAg,Neutral
UgwZGthDoZ7UT4hBtER4AaABAg,Neutral
UgwzHyR3cDf8SuBo1al4AaABAg,Neutral
UgwziC5Wuc-TU1-0kst4AaABAg,Relatable
UgwZIcKzqx9f-rwImTJ4AaABAg,Neutral
UgwZj6i8fFNn68ApYxN4AaABAg,Relatable
UgwZJHcsdi_fHzmWTfZ4AaABAg,Relatable
UgwzJUAlerMkA-S1wnd4AaABAg,Neutral
UgwzKG47SmjQmFCom0R4AaABAg,Relatable
UgwzKOT6t-vg-Tuq2MZ4AaABAg,Neutral
UgwZMm0_NG4cUco23U14AaABAg,Relatable
UgwZMrmJoJFllPMR7KF4AaABAg,Relatable
UgwzN8uEDNYvV4HzgcZ4AaABAg,Relatable
UgwzNB1obj-51CLxH4x4AaABAg,Neutral
UgwZNKOuC6nCjZWOU3R4AaABAg,Neutral
UgwznlTpVhCFhgyRmI94AaABAg,Relatable
UgwZoJwynV8Pd8zeaEN4AaABAg,Neutral
UgwZOqx-dwPr3qKA0c14AaABAg,Neutral
UgwZOyTeT6WwVLQxs4h4AaABAg,Neutral
UgwzoziO9YZPb1b8uEF4AaABAg,Neutral
UgwzPaTrjhNkKJ7QOt94AaABAg,Neutral
UgwzPnhu8elaZ3h4Unh4AaABAg,Neutral
UgwZQgw8gGlEcU-HQWR4AaABAg,Relatable
UgwzRqC9jNJu2qsXPUt4AaABAg,Neutral
Ugwzshi5o_BATG7SoOR4AaABAg,Neutral
UgwzsHQDCt7M-olbzgp4AaABAg,Neutral
Ugwzta2W_N09zcOJ4dh4AaABAg,Neutral
UgwZTxU4d0UQek5dwxF4AaABAg,Neutral
UgwzUgFmhJH_sjAmG854AaABAg,Neutral
UgwZUPc7PRB8SGwwz5Z4AaABAg,Neutral
Ugwzvoq5j5Ya_4L2qE54AaABAg,Relatable
UgwzVPNQFDO23IrumaZ4AaABAg,Neutral
UgwZvX-Y7Qy7KQT5tPh4AaABAg,Neutral
UgwZw-055_ouMAJhPoh4AaABAg,Neutral
UgwZwcYXVgBcXzVDGvh4AaABAg,Neutral
UgwzwfDA1dWuYpjJxbl4AaABAg,Neutral
UgwZwgzsENrlxuPl3Ot4AaABAg,Neutral
Ugwzx8UKwA0C4qLy3Rh4AaABAg,Neutral
UgwzyAT6xbbUk10aMUJ4AaABAg,Relatable
UgwZyefAdD5SDetp83p4AaABAg,Neutral
Ugwzyo7MoAyEeEj0_QF4AaABAg,Relatable
UgwZz_rxK4UuP6Rs2et4AaABAg,Neutral
UgwZZKdx70NORBRkcHV4AaABAg,Relatable
